10,10,25,7
0,50,24,0
0,6,36,6
36,0,16,0
14,36,14,60
35,35,21,72
30,20,24,30
0,0,0,24
24,30,91,0
0,0,0,70
30,8,0,15
12,0,28,28
18,24,21,42
4,30,24,0
70,54,18,70
5,6,0,91
8,50,30,16
8,60,20,14
42,35,77,77
0,16,14,10
12,10,8,5
24,0,0,15
0,60,30,0
12,32,0,12
20,6,0,25
4,0,35,0
0,21,7,85
21,0,5,40
55,77,35,49
5,16,42,5
25,91,21,7
48,12,42,52
0,7,119,14
28,49,4,0
36,20,0,24
0,0,14,70
4,0,21,30
5,70,0,84
4,18,24,24
48,36,8,7
7,7,0,20
18,16,0,78
20,20,20,48
40,0,0,45
18,50,12,25
0,72,7,0
28,40,16,0
6,16,45,24
70,15,42,30
0,0,4,0
4,20,49,49
21,0,105,8
0,56,12,5
0,35,4,5
14,24,0,14
55,20,21,84
50,25,6,12
0,24,0,24
4,0,15,32
12,5,18,21
8,0,49,32
6,10,40,24
44,0,0,0
5,20,12,0
0,24,25,0
20,4,0,20
0,0,4,21
5,30,70,5
84,7,21,35
20,4,24,49
25,20,5,0
40,24,0,24
35,12,14,12
24,36,36,35
20,35,77,15
30,7,18,0
48,28,10,24
0,20,6,0
90,28,14,8
4,0,4,4
8,48,14,0
18,0,0,44
7,0,0,48
14,24,4,6
54,21,6,16
32,12,60,14
36,0,21,35
0,0,24,0
25,7,60,40
14,30,60,0
0,0,35,20
30,20,0,5
77,20,20,30
8,0,42,7
5,6,0,12
5,21,72,0
0,30,0,0
0,4,8,0
14,49,28,5
28,14,16,18
0,25,60,0
45,24,114,0
0,28,30,42
28,0,0,12
0,24,14,30
42,6,64,20
0,16,20,0
21,0,54,70
14,24,8,10
0,18,4,8
77,21,6,48
63,30,7,36
12,28,5,12
20,30,56,4
0,42,0,75
10,42,7,0
24,36,70,14
36,98,16,24
14,35,0,25
35,84,0,75
8,52,7,4
40,50,0,0
10,8,5,12
18,0,8,20
5,0,96,40
7,50,63,14
12,35,7,49
84,36,0,63
24,15,6,12
5,0,48,42
7,30,0,14
25,7,25,0
0,12,15,6
56,32,8,36
65,0,63,60
60,28,0,35
0,0,8,36
54,0,16,36
35,4,42,30
0,54,5,0
36,0,0,0
8,12,60,5
42,8,10,0
21,6,56,5
4,60,30,60
0,0,0,30
4,45,30,5
28,18,7,40
20,8,14,16
45,0,0,40
18,0,20,6
28,45,5,28
0,0,21,12
4,4,32,42
20,14,18,15
18,20,28,21
18,0,28,0
35,10,0,24
0,14,42,0
10,12,32,84
30,7,7,36
18,30,35,48
28,36,35,25
4,0,8,14
28,0,48,0
0,55,16,0
0,20,20,0
15,30,25,16
24,12,30,12
5,30,24,0
4,5,30,60
32,21,0,6
5,0,7,30
54,12,18,0
0,7,5,18
0,6,4,25
24,14,54,30
0,15,65,72
15,0,30,0
32,21,12,42
20,20,16,98
7,56,48,49
25,4,14,7
20,49,0,10
45,14,15,84
35,0,28,20
8,35,30,0
6,54,36,4
30,7,24,10
112,15,56,5
28,0,16,4
0,0,42,35
21,42,21,10
10,49,36,42
35,15,56,5
0,0,49,30
98,28,0,49
8,24,0,36
30,0,12,63
0,7,28,0
20,7,77,12
0,14,0,0
36,50,0,14
42,0,60,25
0,63,49,0
0,20,0,28
6,56,18,42
50,16,12,5
36,0,35,40
6,30,16,40
24,15,12,25
20,0,42,30
8,12,0,28
15,0,12,54
24,0,24,42
5,0,6,5
0,30,0,70
12,35,35,42
12,10,30,28
24,12,8,0
0,5,15,30
90,45,20,5
0,54,0,20
0,7,48,10
40,63,14,15
5,63,20,0
10,18,15,6
70,36,56,5
0,5,8,10
0,35,18,0
5,35,35,102
30,4,6,0
6,0,5,70
8,7,8,20
105,36,24,15
52,10,18,0
12,49,0,8
5,21,7,0
18,98,12,0
0,54,6,30
30,48,10,0
15,55,20,20
14,35,30,5
49,0,4,0
25,0,0,0
14,15,42,36
78,0,0,24
36,18,10,10
30,0,55,6
5,18,18,20
56,4,4,42
28,16,24,0
0,36,20,10
12,40,15,24
36,21,60,52
6,20,30,42
7,15,4,0
20,32,4,15
0,0,4,12
35,0,48,0
42,18,45,18
10,12,0,32
0,42,12,0
14,5,20,16
18,8,0,32
8,16,42,4
4,4,63,14
0,44,0,12
5,0,0,0
0,20,0,30
28,0,42,12
14,18,0,56
28,28,28,7
0,25,24,0
6,35,21,21
0,18,6,21
4,18,77,0
7,66,48,18
5,15,0,42
21,115,21,35
30,49,12,4
0,18,0,14
6,0,36,56
4,0,0,12
5,56,0,15
18,0,0,60
8,25,60,8
0,28,0,0
16,32,0,15
112,0,18,42
5,0,18,8
30,0,42,0
12,7,56,45
36,24,15,28
35,42,30,4
0,48,20,56
54,7,20,4
35,5,16,7
30,24,0,0
16,0,15,72
20,56,14,56
4,35,4,0
12,12,0,14
0,0,5,0
36,7,48,16
15,0,6,14
12,0,18,24
30,0,30,12
25,20,21,6
49,0,35,0
14,40,50,7
8,4,25,14
28,25,28,12
42,63,40,20
35,50,7,49
21,77,24,56
20,25,16,30
28,0,12,0
18,40,30,44
7,30,91,14
6,24,6,16
28,4,21,14
28,10,20,40
0,8,0,0
42,0,102,24
77,60,20,0
28,5,35,44
10,8,12,0
10,0,10,147
7,5,28,30
8,42,36,0
24,4,18,7
18,6,60,91
35,14,20,21
5,4,55,6
24,6,28,12
0,42,24,6
30,6,25,8
48,20,0,10
8,42,4,42
5,0,66,28
24,98,7,35
56,0,7,35
42,48,20,0
20,48,0,0
20,0,21,28
0,56,55,0
4,28,12,7
50,20,35,4
60,36,0,36
0,21,7,20
49,49,4,5
42,12,0,14
14,16,15,72
36,12,6,21
7,0,60,70
5,7,98,20
30,5,4,4
21,12,12,30
7,12,55,14
119,84,4,7
5,14,32,24
42,12,0,16
28,0,36,12
42,0,45,5
28,45,75,6
8,28,16,21
12,7,7,0
12,0,63,0
0,5,12,0
25,28,0,0
6,15,4,15
12,24,12,24
12,0,60,25
21,56,0,8
7,35,18,15
18,0,15,91
0,0,14,12
36,20,5,8
30,130,8,45
65,6,12,28
0,4,15,24
8,49,48,24
5,0,77,5
49,14,10,18
20,78,12,44
30,0,7,12
10,25,36,15
91,24,5,25
7,0,16,18
35,0,24,18
12,40,21,24
24,0,80,14
42,12,0,0
84,18,0,0
60,0,4,0
12,30,12,35
0,4,126,0
21,0,12,14
18,35,0,7
4,0,6,60
70,18,32,4
10,7,70,42
0,48,0,105
0,0,36,12
55,65,5,6
45,64,25,21
75,15,0,7
8,15,14,6
24,10,0,15
0,30,42,6
20,6,21,20
0,4,7,0
18,12,42,28
28,7,28,10
12,20,12,0
48,35,0,7
25,8,10,14
20,36,16,42
21,7,63,20
45,10,30,0
98,0,4,6
30,24,72,20
14,0,0,10
24,12,0,30
24,35,0,21
21,5,0,12
14,21,7,14
5,6,0,25
20,54,14,30
16,21,24,30
70,28,105,84
35,0,30,30
48,30,12,5
14,85,4,10
5,20,0,77
40,24,15,84
28,20,60,70
66,16,35,28
24,108,36,36
8,5,56,30
0,24,84,48
12,91,0,21
25,8,14,36
36,77,40,28
12,5,36,0
20,35,0,6
0,32,52,20
56,24,5,0
0,0,25,15
15,5,70,21
49,49,0,0
24,42,0,16
42,28,35,18
63,56,18,15
15,36,60,4
12,4,0,0
25,8,5,20
6,56,5,48
0,49,77,60
6,20,44,16
0,7,0,12
50,4,0,15
0,35,6,55
0,0,16,12
15,4,21,18
0,6,0,0
60,14,35,7
20,5,66,7
49,28,78,0
15,0,8,42
18,35,112,32
6,4,14,4
0,12,35,30
10,0,25,30
42,25,25,20
0,28,56,0
0,14,21,42
48,55,48,12
15,12,18,0
0,12,0,14
0,5,20,28
0,35,42,7
0,15,5,4
18,35,10,56
35,28,21,0
24,21,0,0
0,119,0,7
5,5,20,4
56,15,10,0
0,12,6,20
8,5,0,10
60,49,0,30
66,42,4,7
25,10,40,24
25,0,77,7
45,15,24,6
14,0,0,7
5,14,66,7
7,18,0,0
25,60,0,24
30,0,25,0
14,5,4,54
12,54,7,35
80,6,0,63
20,14,7,10
21,15,6,5
42,0,35,24
28,56,0,0
0,4,54,48
16,28,56,7
4,8,15,28
24,16,0,8
40,0,42,16
0,42,0,49
12,16,0,24
10,12,42,4
24,0,0,7
24,4,16,20
18,15,8,30
0,56,0,56
0,45,8,40
0,5,0,10
30,15,36,63
6,12,14,25
7,10,42,5
24,20,8,25
0,60,32,18
6,0,12,56
24,25,6,0
42,66,35,4
0,10,0,36
20,24,7,20
0,7,35,0
4,70,8,0
0,20,16,4
6,7,30,6
24,24,6,24
6,65,48,12
36,20,35,8
70,6,0,6
0,161,0,78
21,14,10,12
0,24,8,7
42,35,40,14
28,20,0,35
5,32,30,0
0,0,40,28
77,0,35,10
4,0,30,21
36,49,49,20
70,30,28,6
24,0,7,35
63,0,0,36
20,70,12,12
5,8,42,20
10,20,6,98
15,30,60,0
98,42,5,72
6,98,4,8
10,0,36,18
5,15,18,30
15,4,12,12
32,6,24,54
70,14,0,10
0,0,70,12
0,30,25,40
10,20,20,16
18,72,72,24
35,5,5,24
28,0,5,40
60,12,20,30
12,12,80,21
66,0,18,32
0,0,18,56
52,0,6,30
0,18,7,25
4,6,12,8
35,8,6,6
24,24,8,0
0,49,20,0
0,10,10,30
0,0,60,30
0,0,30,4
0,10,0,0
20,18,10,0
30,35,4,18
6,30,40,36
50,0,20,0
28,4,0,40
0,15,7,0
20,8,30,30
12,5,15,7
0,0,14,25
24,6,24,15
24,20,36,7
12,12,45,0
12,8,14,49
0,4,10,5
60,14,10,49
0,4,40,0
8,20,12,18
15,44,0,120
5,85,12,12
24,24,30,30
16,14,6,36
54,20,21,0
40,7,0,56
0,0,5,24
7,0,45,6
30,50,70,0
56,56,15,63
20,12,10,15
0,77,24,7
12,20,54,14
63,40,20,5
6,52,12,21
24,5,21,21
49,0,0,18
0,25,8,7
20,5,32,60
54,10,12,24
0,65,0,20
4,7,0,72
54,12,28,20
24,77,49,20
0,12,50,126
7,0,0,4
14,30,18,42
48,15,0,8
0,10,21,102
25,60,12,0
18,24,28,0
7,45,25,7
10,12,4,63
126,16,12,12
15,48,36,54
20,14,5,10
16,0,5,98
35,4,30,0
10,7,0,0
7,5,4,56
40,52,30,0
24,7,20,12
0,48,7,4
4,35,16,0
40,48,30,5
5,12,0,4
8,28,0,6
12,20,50,4
40,15,0,40
28,0,32,8
0,49,70,30
35,42,21,4
36,36,0,5
35,0,28,6
6,16,108,42
7,35,5,0
7,0,15,10
0,7,35,4
0,42,14,12
4,0,14,0
6,0,0,16
0,48,4,7
20,42,18,6
24,5,0,8
16,42,42,28
63,0,0,0
0,7,44,25
15,44,0,75
35,28,48,35
0,21,50,42
8,36,49,7
10,24,25,16
0,7,5,28
10,0,70,14
14,10,4,55
14,14,40,14
0,30,0,14
0,0,21,25
6,8,8,4
0,6,12,8
0,16,35,18
0,15,5,14
7,21,7,35
0,32,18,0
48,40,24,28
8,32,35,21
4,44,36,12
14,0,20,14
6,8,0,0
0,65,30,0
32,28,55,70
16,4,4,35
24,5,18,12
12,28,0,10
28,28,28,0
70,30,4,12
0,63,35,49
24,0,0,5
35,77,16,54
0,0,28,4
21,30,35,0
28,0,24,30
28,77,48,14
20,0,28,21
36,6,18,24
14,8,40,0
0,18,14,5
40,20,42,0
10,0,15,8
28,6,21,12
10,0,20,32
5,7,77,0
0,6,0,28
28,12,28,7
5,12,12,6
0,5,49,0
32,50,14,12
35,0,24,12
6,4,7,20
32,35,7,5
0,12,15,42
21,10,12,0
14,21,15,0
56,0,5,10
0,7,7,5
0,0,56,30
10,30,40,24
0,42,0,35
60,60,7,8
0,30,14,12
20,0,77,12
4,0,0,0
4,12,14,60
12,0,4,35
0,8,6,0
24,10,0,28
8,0,16,40
40,14,30,28
75,8,0,0
20,0,0,0
30,24,12,24
84,18,84,5
6,12,45,56
77,20,12,18
0,12,4,5
63,0,42,60
35,35,12,14
12,12,0,7
0,6,7,21
20,40,12,30
16,36,4,24
12,12,0,42
0,35,12,30
10,14,14,0
6,20,0,0
56,0,6,77
55,5,6,0
0,21,6,4
32,44,0,30
8,10,8,14
30,20,24,6
12,63,5,36
16,4,54,70
0,30,12,35
12,6,52,12
8,0,7,0
48,6,42,10
12,0,20,42
14,55,24,48
24,45,60,0
12,30,0,0
12,0,60,0
20,6,42,6
5,0,56,42
0,42,0,0
20,0,0,14
12,105,0,18
20,0,6,16
70,15,4,36
50,0,0,7
28,0,56,7
24,40,36,12
32,0,16,78
84,0,18,14
0,20,77,55
85,60,12,0
14,0,40,0
20,35,0,0
14,20,15,70
6,8,21,20
0,42,63,32
70,32,0,0
14,4,35,84
5,28,12,12
0,21,0,0
25,5,36,24
7,35,7,8
0,63,5,6
55,84,98,63
32,10,64,24
20,14,0,0
0,0,0,48
7,14,18,0
4,4,20,126
24,4,12,4
48,36,30,42
49,56,0,10
32,7,0,20
66,49,5,30
28,60,42,0
24,12,56,63
84,0,0,0
12,12,16,54
12,50,0,21
25,0,42,10
15,42,56,50
98,21,18,30
44,4,55,5
0,24,7,20
14,0,0,21
48,12,18,5
5,48,40,30
4,8,28,48
20,14,14,0
0,0,56,5
50,4,20,21
4,4,0,70
35,8,48,0
16,49,49,40
28,5,21,21
40,4,7,5
21,14,0,8
24,12,30,70
55,66,10,6
15,0,6,7
30,0,36,21
10,49,7,40
72,0,16,12
0,0,42,24
7,14,75,12
15,14,15,30
35,10,25,5
12,0,20,0
30,14,21,5
0,0,45,20
16,16,30,18
21,7,4,25
24,40,70,36
56,35,0,50
8,45,18,16
45,50,60,4
0,77,44,48
20,0,14,21
12,18,12,4
0,28,28,42
7,12,8,0
24,6,102,28
60,20,66,4
14,36,84,14
5,0,0,0
12,21,0,52
0,28,0,18
8,0,8,42
52,6,35,6
10,8,0,0
0,6,14,65
42,12,15,105
30,32,30,0
60,7,14,0
0,8,63,0
16,12,14,8
0,20,42,12
0,24,20,10
48,0,0,0
18,0,10,30
7,10,0,24
5,5,0,12
10,24,40,15
25,25,55,0
56,24,24,56
7,14,18,35
4,48,0,6
0,25,5,45
44,4,20,0
24,7,5,84
6,0,36,0
0,0,24,0
28,18,4,6
18,18,0,21
6,4,24,50
35,42,42,20
105,45,28,5
0,12,0,0
32,48,12,14
0,21,21,0
12,6,7,0
0,20,0,30
66,0,4,25
10,0,60,24
4,20,0,77
20,24,21,112
0,18,35,0
60,28,35,54
32,6,90,15
42,0,10,0
91,12,20,55
0,6,0,45
12,6,30,42
15,48,42,0
60,16,50,35
18,12,12,25
91,0,30,54
4,0,42,42
12,5,10,18
14,0,0,6
6,44,15,36
15,4,30,0
21,12,48,7
0,16,112,48
48,30,18,30
63,28,18,48
7,0,15,42
0,0,10,15
60,16,5,12
63,15,36,7
112,6,14,20
8,15,30,0
18,28,10,6
12,32,28,7
28,14,8,20
28,49,45,12
15,42,0,40
35,0,25,54
28,20,49,0
40,10,50,12
35,36,10,40
0,4,6,84
18,12,15,14
7,77,14,40
4,4,66,20
77,0,7,12
0,28,12,30
6,7,12,16
14,0,0,28
8,12,8,30
15,20,60,40
5,0,20,0
18,0,56,0
10,30,7,8
20,0,5,35
5,5,5,15
15,8,0,0
14,0,0,40
12,0,30,0
4,20,36,28
0,0,18,90
0,8,6,42
15,10,56,0
0,24,24,5
0,7,10,24
0,24,20,21
0,20,15,8
35,55,15,0
40,5,6,63
12,35,0,20
0,28,8,35
14,36,0,54
36,24,48,12
24,35,15,12
49,40,24,49
48,24,18,6
12,6,12,24
12,7,24,18
0,7,4,15
32,12,65,0
21,12,0,96
12,36,42,35
12,0,77,10
21,14,10,35
20,4,6,6
14,21,7,6
15,5,18,7
44,18,0,36
49,52,80,12
44,20,21,24
20,24,0,35
54,14,21,18
35,7,5,0
10,4,12,12
0,15,0,36
12,0,66,0
6,20,14,42
36,7,0,24
56,14,14,54
4,4,30,54
66,10,35,42
21,5,28,24
16,4,35,16
10,24,14,0
42,7,0,0
20,28,0,4
20,0,105,25
20,5,21,14
0,28,7,24
48,18,24,7
20,5,28,14
24,8,28,12
10,10,0,0
28,55,49,15
25,15,0,20
5,12,0,56
0,4,10,6
12,55,35,48
60,0,35,4
35,35,8,63
8,44,0,40
35,4,24,10
76,48,14,5
24,4,14,0
50,8,0,14
7,0,7,32
30,40,30,12
21,35,0,16
28,5,10,0
14,70,84,0
36,48,0,54
60,49,15,36
42,28,8,32
28,42,6,16
16,7,56,36
40,30,6,4
0,8,0,0
36,0,6,8
5,4,0,0
28,77,30,30
4,56,70,4
20,0,7,0
0,54,45,4
50,91,12,64
96,0,24,0
50,0,40,24
0,35,7,16
12,50,42,28
20,8,0,0
0,112,12,0
0,0,35,7
28,0,0,10
21,14,132,0
28,0,5,28
32,0,7,25
0,32,24,0
